# This file was generated by the deal.II library.
# Date =  2020/5/1
# Time =  12:51:31
#
# For a description of the GNUPLOT format see the GNUPLOT manual.
#
# <x> <phi_1> 
0.3325 0.0422954 
0.33375 0.0397788 
0.335 0.0371366 
0.33625 0.0343793 
0.3375 0.0315173 
0.33875 0.0285618 
0.34 0.0255239 
0.34125 0.0224154 
0.3425 0.019248 
0.34375 0.016034 
0.345 0.0127854 
0.34625 0.00951477 
0.3475 0.00623446 
0.34875 0.00295703 
0.35 -0.000305028 
0.35125 -0.00353924 
0.3525 -0.00673322 
0.35375 -0.00987472 
0.355 -0.0129517 
0.35625 -0.0159522 
0.3575 -0.0188647 
0.35875 -0.021678 
0.36 -0.024381 
0.36125 -0.0269634 
0.3625 -0.0294149 
0.36375 -0.0317259 
0.365 -0.0338874 
0.36625 -0.0358908 
0.3675 -0.0377282 
0.36875 -0.0393923 
0.37 -0.0408763 
0.37125 -0.0421745 
0.3725 -0.0432815 
0.37375 -0.0441929 
0.375 -0.044905 
0.37625 -0.045415 
0.3775 -0.0457207 
0.37875 -0.0458211 
0.38 -0.0457159 
0.38125 -0.0454054 
0.3825 -0.0448913 
0.38375 -0.0441758 
0.385 -0.0432621 
0.38625 -0.0421544 
0.3875 -0.0408577 
0.38875 -0.039378 
0.39 -0.0377219 
0.39125 -0.0358972 
0.3925 -0.0339123 
0.39375 -0.0317766 
0.395 -0.0295 
0.39625 -0.0270936 
0.3975 -0.0245689 
0.39875 -0.0219382 
0.4 -0.0192144 
0.40125 -0.0164111 
0.4025 -0.0135423 
0.40375 -0.0106227 
0.405 -0.00766719 
0.40625 -0.00469124 
0.4075 -0.00171054 
0.40875 0.00125895 
0.41 0.00420113 
0.41125 0.0070998 
0.4125 0.00993875 
0.41375 0.0127018 
0.415 0.0153731 
0.41625 0.0179367 
0.4175 0.0203775 
0.41875 0.0226803 
0.42 0.0248307 
0.42125 0.026815 
0.4225 0.02862 
0.42375 0.0302335 
0.425 0.0316441 
0.42625 0.0328414 
0.4275 0.0338162 
0.42875 0.0345605 
0.43 0.0350674 
0.43125 0.0353317 
0.4325 0.0353494 
0.43375 0.0351182 
0.435 0.0346374 
0.43625 0.0339079 
0.4375 0.0329326 
0.43875 0.031716 
0.44 0.0302647 
0.44125 0.028587 
0.4425 0.0266933 
0.44375 0.0245959 
0.445 0.0223093 
0.44625 0.0198496 
0.4475 0.0172353 
0.44875 0.0144865 
0.45 0.0116254 
0.45125 0.00867576 
0.4525 0.00566333 
0.45375 0.0026153 
0.455 -0.000439616 
0.45625 -0.00347142 
0.4575 -0.00644897 
0.45875 -0.00934023 
0.46 -0.0121125 
0.46125 -0.0147327 
0.4625 -0.0171677 
0.46375 -0.0193847 
0.465 -0.0213514 
0.46625 -0.0230367 
0.4675 -0.0244111 
0.46875 -0.0254473 
0.47 -0.0261203 
0.47125 -0.0264088 
0.4725 -0.026295 
0.47375 -0.0257663 
0.475 -0.024815 
0.47625 -0.0234401 
0.4775 -0.0216476 
0.47875 -0.0194519 
0.48 -0.0168765 
0.48125 -0.0139553 
0.4825 -0.0107339 
0.48375 -0.00727064 
0.485 -0.00363822 
0.48625 7.49423e-05 
0.4875 0.00376313 
0.48875 0.00730167 
0.49 0.0105452 
0.49125 0.0133257 
0.4925 0.0154506 
0.49375 0.0167008 
0.495 0.0168281 
0.49625 0.0155531 
0.4975 0.0125629 
0.49875 0.00750798 
0.5 0 


0.5 0 
0.50125 0 
0.5025 0 
0.50375 0 
0.505 0 
0.50625 0 
0.5075 0 
0.50875 0 
0.51 0 
0.51125 0 
0.5125 0 
0.51375 0 
0.515 0 
0.51625 0 
0.5175 0 
0.51875 0 
0.52 0 
0.52125 0 
0.5225 0 
0.52375 0 
0.525 0 
0.52625 0 
0.5275 0 
0.52875 0 
0.53 0 
0.53125 0 
0.5325 0 
0.53375 0 
0.535 0 
0.53625 0 
0.5375 0 
0.53875 0 
0.54 0 
0.54125 0 
0.5425 0 
0.54375 0 
0.545 0 
0.54625 0 
0.5475 0 
0.54875 0 
0.55 0 
0.55125 0 
0.5525 0 
0.55375 0 
0.555 0 
0.55625 0 
0.5575 0 
0.55875 0 
0.56 0 
0.56125 0 
0.5625 0 
0.56375 0 
0.565 0 
0.56625 0 
0.5675 0 
0.56875 0 
0.57 0 
0.57125 0 
0.5725 0 
0.57375 0 
0.575 0 
0.57625 0 
0.5775 0 
0.57875 0 
0.58 0 
0.58125 0 
0.5825 0 
0.58375 0 
0.585 0 
0.58625 0 
0.5875 0 
0.58875 0 
0.59 0 
0.59125 0 
0.5925 0 
0.59375 0 
0.595 0 
0.59625 0 
0.5975 0 
0.59875 0 
0.6 0 
0.60125 0 
0.6025 0 
0.60375 0 
0.605 0 
0.60625 0 
0.6075 0 
0.60875 0 
0.61 0 
0.61125 0 
0.6125 0 
0.61375 0 
0.615 0 
0.61625 0 
0.6175 0 
0.61875 0 
0.62 0 
0.62125 0 
0.6225 0 
0.62375 0 
0.625 0 
0.62625 0 
0.6275 0 
0.62875 0 
0.63 0 
0.63125 0 
0.6325 0 
0.63375 0 
0.635 0 
0.63625 0 
0.6375 0 
0.63875 0 
0.64 0 
0.64125 0 
0.6425 0 
0.64375 0 
0.645 0 
0.64625 0 
0.6475 0 
0.64875 0 
0.65 0 
0.65125 0 
0.6525 0 
0.65375 0 
0.655 0 
0.65625 0 
0.6575 0 
0.65875 0 
0.66 0 
0.66125 0 
0.6625 0 
0.66375 0 
0.665 0 
0.66625 0 
0.6675 0 
0.66875 0 
0.67 0 
0.67125 0 
0.6725 0 
0.67375 0 
0.675 0 
0.67625 0 
0.6775 0 
0.67875 0 
0.68 0 
0.68125 0 
0.6825 0 
0.68375 0 
0.685 0 
0.68625 0 
0.6875 0 
0.68875 0 
0.69 0 
0.69125 0 
0.6925 0 
0.69375 0 
0.695 0 
0.69625 0 
0.6975 0 
0.69875 0 
0.7 0 
0.70125 0 
0.7025 0 
0.70375 0 
0.705 0 
0.70625 0 
0.7075 0 
0.70875 0 
0.71 0 
0.71125 0 
0.7125 0 
0.71375 0 
0.715 0 
0.71625 0 
0.7175 0 
0.71875 0 
0.72 0 
0.72125 0 
0.7225 0 
0.72375 0 
0.725 0 
0.72625 0 
0.7275 0 
0.72875 0 
0.73 0 
0.73125 0 
0.7325 0 
0.73375 0 
0.735 0 
0.73625 0 
0.7375 0 
0.73875 0 
0.74 0 
0.74125 0 
0.7425 0 
0.74375 0 
0.745 0 
0.74625 0 
0.7475 0 
0.74875 0 
0.75 0 
0.75125 0 
0.7525 0 
0.75375 0 
0.755 0 
0.75625 0 
0.7575 0 
0.75875 0 
0.76 0 
0.76125 0 
0.7625 0 
0.76375 0 
0.765 0 
0.76625 0 
0.7675 0 
0.76875 0 
0.77 0 
0.77125 0 
0.7725 0 
0.77375 0 
0.775 0 
0.77625 0 
0.7775 0 
0.77875 0 
0.78 0 
0.78125 0 
0.7825 0 
0.78375 0 
0.785 0 
0.78625 0 
0.7875 0 
0.78875 0 
0.79 0 
0.79125 0 
0.7925 0 
0.79375 0 
0.795 0 
0.79625 0 
0.7975 0 
0.79875 0 
0.8 0 
0.80125 0 
0.8025 0 
0.80375 0 
0.805 0 
0.80625 0 
0.8075 0 
0.80875 0 
0.81 0 
0.81125 0 
0.8125 0 
0.81375 0 
0.815 0 
0.81625 0 
0.8175 0 
0.81875 0 
0.82 0 
0.82125 0 
0.8225 0 
0.82375 0 
0.825 0 
0.82625 0 
0.8275 0 
0.82875 0 
0.83 0 
0.83125 0 
0.8325 0 
0.83375 0 
0.835 0 
0.83625 0 
0.8375 0 
0.83875 0 
0.84 0 
0.84125 0 
0.8425 0 
0.84375 0 
0.845 0 
0.84625 0 
0.8475 0 
0.84875 0 
0.85 0 
0.85125 0 
0.8525 0 
0.85375 0 
0.855 0 
0.85625 0 
0.8575 0 
0.85875 0 
0.86 0 
0.86125 0 
0.8625 0 
0.86375 0 
0.865 0 
0.86625 0 
0.8675 0 
0.86875 0 
0.87 0 
0.87125 0 
0.8725 0 
0.87375 0 
0.875 0 
0.87625 0 
0.8775 0 
0.87875 0 
0.88 0 
0.88125 0 
0.8825 0 
0.88375 0 
0.885 0 
0.88625 0 
0.8875 0 
0.88875 0 
0.89 0 
0.89125 0 
0.8925 0 
0.89375 0 
0.895 0 
0.89625 0 
0.8975 0 
0.89875 0 
0.9 0 
0.90125 0 
0.9025 0 
0.90375 0 
0.905 0 
0.90625 0 
0.9075 0 
0.90875 0 
0.91 0 
0.91125 0 
0.9125 0 
0.91375 0 
0.915 0 
0.91625 0 
0.9175 0 
0.91875 0 
0.92 0 
0.92125 0 
0.9225 0 
0.92375 0 
0.925 0 
0.92625 0 
0.9275 0 
0.92875 0 
0.93 0 
0.93125 0 
0.9325 0 
0.93375 0 
0.935 0 
0.93625 0 
0.9375 0 
0.93875 0 
0.94 0 
0.94125 0 
0.9425 0 
0.94375 0 
0.945 0 
0.94625 0 
0.9475 0 
0.94875 0 
0.95 0 
0.95125 0 
0.9525 0 
0.95375 0 
0.955 0 
0.95625 0 
0.9575 0 
0.95875 0 
0.96 0 
0.96125 0 
0.9625 0 
0.96375 0 
0.965 0 
0.96625 0 
0.9675 0 
0.96875 0 
0.97 0 
0.97125 0 
0.9725 0 
0.97375 0 
0.975 0 
0.97625 0 
0.9775 0 
0.97875 0 
0.98 0 
0.98125 0 
0.9825 0 
0.98375 0 
0.985 0 
0.98625 0 
0.9875 0 
0.98875 0 
0.99 0 
0.99125 0 
0.9925 0 
0.99375 0 
0.995 0 
0.99625 0 
0.9975 0 
0.99875 0 
1 0 


